PL18475	Ser2P_seq2_scFv_Tn5.fa
PL18476	Ser2P_seq2_scFv_Tn5.fa
PL18477	Ser2P_seq2_scFv_Tn5.fa
PL18478	Ser2P_seq2_scFv_Tn5.fa
PL18479	Ser2P_seq2_scFv_Tn5.fa
PL18480	Ser2P_seq4_scFv_Tn5.fa
PL18481	Ser2P_seq4_scFv_Tn5.fa
PL18482	Ser2P_seq4_scFv_Tn5.fa
PL18483	Ser2P_seq4_scFv_Tn5.fa
PL18484	Ser2P_seq4_scFv_Tn5.fa
PL18485	pAB117.fa
PL18486	pAB117.fa
PL18487	pAB118.fa
PL18488	pAB118.fa
PL18489	pAB119.fa
PL18490	pAB119.fa
PL18491	pAB120.fa
PL18492	pAB120.fa
PL18493	pAB121.fa
PL18494	pAB121.fa
PL18495	pAB122.fa
PL18496	pAB122.fa
PL18497	pAB123.fa
PL18498	pAB123.fa
PL18499	pAB124.fa
PL18500	pAB124.fa
PL18501	pAB125.fa
PL18502	pAB125.fa
PL18503	pAB126.fa
PL18504	pAB127.fa
PL18505	pAB128.fa
PL18506	pAB137.fa
PL18507	pAB137.fa
PL18508	pAB138.fa
PL18509	pAB138.fa
PL18510	pAB139.fa
PL18511	pAB139.fa
PL18512	pAB142.fa
PL18513	pAB143.fa
PL18514	pAB109.fa
PL18515	pLD040_LVX_pEF1a_rtTA3_T2A_tTs_IRES_mScarlet_T2A_BSD.fa
PL18516	pLD040_LVX_pEF1a_rtTA3_T2A_tTs_IRES_mScarlet_T2A_BSD.fa
PL18517	pLD040_LVX_pEF1a_rtTA3_T2A_tTs_IRES_mScarlet_T2A_BSD.fa
PL18518	pLD040_LVX_pEF1a_rtTA3_T2A_tTs_IRES_mScarlet_T2A_BSD.fa
PL18519	pLD040_LVX_pEF1a_rtTA3_T2A_tTs_IRES_mScarlet_T2A_BSD.fa
PL18520	pLD040_LVX_pEF1a_rtTA3_T2A_tTs_IRES_mScarlet_T2A_BSD.fa
PL18521	pLD040_LVX_pEF1a_rtTA3_T2A_tTs_IRES_mScarlet_T2A_BSD.fa
PL18522	pLD040_LVX_pEF1a_rtTA3_T2A_tTs_IRES_mScarlet_T2A_BSD.fa
PL18523	pLD040_LVX_pEF1a_rtTA3_T2A_tTs_IRES_mScarlet_T2A_BSD.fa
PL18524	pLD040_LVX_pEF1a_rtTA3_T2A_tTs_IRES_mScarlet_T2A_BSD.fa
PL18525	pLD048_LVX_U6_BC_pMAP2_RORA_WPRE_pEFS_TagBFP2.fa
PL18526	pLD048_LVX_U6_BC_pMAP2_RORA_WPRE_pEFS_TagBFP2.fa
PL18527	pLD048_LVX_U6_BC_pMAP2_RORA_WPRE_pEFS_TagBFP2.fa
PL18528	pLD048_LVX_U6_BC_pMAP2_RORA_WPRE_pEFS_TagBFP2.fa
PL18529	pLD048_LVX_U6_BC_pMAP2_RORA_WPRE_pEFS_TagBFP2.fa
PL18530	pLD048_LVX_U6_BC_pMAP2_RORA_WPRE_pEFS_TagBFP2.fa
PL18531	pLD048_LVX_U6_BC_pMAP2_RORA_WPRE_pEFS_TagBFP2.fa
PL18532	pLD048_LVX_U6_BC_pMAP2_RORA_WPRE_pEFS_TagBFP2.fa
PL18533	pLD048_LVX_U6_BC_pMAP2_RORA_WPRE_pEFS_TagBFP2.fa
PL18534	pLD048_LVX_U6_BC_pMAP2_RORA_WPRE_pEFS_TagBFP2.fa
PL18535	pLD062_LVX_U6_BC_BORG_pMAP2_ZEB1_WPRE_pEFS_TagBFP2.fa
PL18536	pLD062_LVX_U6_BC_BORG_pMAP2_ZEB1_WPRE_pEFS_TagBFP2.fa
PL18537	pLD062_LVX_U6_BC_BORG_pMAP2_ZEB1_WPRE_pEFS_TagBFP2.fa
PL18538	pLD062_LVX_U6_BC_BORG_pMAP2_ZEB1_WPRE_pEFS_TagBFP2.fa
PL18539	pLD062_LVX_U6_BC_BORG_pMAP2_ZEB1_WPRE_pEFS_TagBFP2.fa
PL18540	pLD062_LVX_U6_BC_BORG_pMAP2_ZEB1_WPRE_pEFS_TagBFP2.fa
PL18541	pLD063_LVX_U6_BC_BORG_pMAP2_KLF6_WPRE_pEFS_TagBFP2.fa
PL18542	pLD063_LVX_U6_BC_BORG_pMAP2_KLF6_WPRE_pEFS_TagBFP2.fa
PL18543	pLD063_LVX_U6_BC_BORG_pMAP2_KLF6_WPRE_pEFS_TagBFP2.fa
PL18544	pLD063_LVX_U6_BC_BORG_pMAP2_KLF6_WPRE_pEFS_TagBFP2.fa
PL18545	pLD063_LVX_U6_BC_BORG_pMAP2_KLF6_WPRE_pEFS_TagBFP2.fa
PL18546	pLD063_LVX_U6_BC_BORG_pMAP2_KLF6_WPRE_pEFS_TagBFP2.fa
PL18547	pFL_131.fa
PL18548	pFL_131.fa
PL18549	pAB_134.fa
PL18550	pAB_134.fa
PL18551	pAB_135.fa
PL18552	pAB_135.fa
PL18553	pAB_136.fa
PL18554	pFL_186.fa
PL18555	pFL_186.fa
PL18556	pFL_187.fa
PL18557	pFL_187.fa
PL18558	pFL_189.fa
PL18559	pFL_75.fa
PL18560	mx_TH21.fa
PL18561	mx_TC7.fa
PL18562	mx_TC7.fa
PL18563	pMP_274.fa
PL18564	pMP_274.fa
PL18565	pMP_274.fa
PL18566	pMP_275.fa
PL18567	pMP_275.fa
PL18568	pMP_275.fa
PL18569	P107_pLVXG0_MAP2_Sun1_eGFP_Flag_sequenced.fa
PL18570	EHMT1.fa
PL18571	EHMT1.fa
PL18572	EHMT1.fa
PL18573	EHMT1.fa
PL18574	EHMT1.fa
PL18575	EHMT1.fa
PL18576	EHMT1.fa
PL18577	EHMT1.fa
PL18578	EHMT1.fa
PL18579	EHMT1.fa
PL18580	EHMT1.fa
PL18581	EHMT1.fa
PL18582	EHMT1.fa
PL18583	EHMT1.fa
PL18584	EHMT1.fa
PL18585	EHMT1.fa
PL18586	EHMT1.fa
PL18587	EHMT1.fa
PL18588	EHMT1.fa
PL18589	EHMT1.fa
PL18590	EHMT1.fa
PL18591	EHMT1.fa
PL18592	EHMT1.fa
PL18593	EHMT1.fa
PL18594	EHMT1.fa
PL18595	EHMT1.fa
PL18596	EHMT1.fa
PL18597	EHMT1.fa
PL18598	EHMT1.fa
PL18599	EHMT1.fa
PL18600	EHMT1.fa
PL18601	EHMT1.fa
PL18602	EHMT1.fa
PL18603	EHMT1.fa
PL18604	EHMT1.fa
PL18605	EHMT1.fa
PL18606	EHMT1.fa
PL18607	EHMT1.fa
PL18608	EHMT1.fa
PL18609	EHMT1.fa
PL18610	EHMT1.fa
PL18611	EHMT1.fa
PL18612	EHMT1.fa
PL18613	EHMT1.fa
PL18614	EHMT1.fa
PL18615	EHMT1.fa
PL18616	EHMT1.fa
PL18617	EHMT1.fa
PL18618	SETD1B.fa
PL18619	SETD1B.fa
PL18620	SETD1B.fa
PL18621	SETD1B.fa
PL18622	SETD1B.fa
PL18623	SETD1B.fa
PL18624	SETD1B.fa
PL18625	SETD1B.fa
PL18626	SETD1B.fa
PL18627	SETD1B.fa
PL18628	SETD1B.fa
PL18629	SETD1B.fa
PL18630	SETD1B.fa
PL18631	SETD1B.fa
PL18632	SETD1B.fa
PL18633	SETD1B.fa
PL18634	SETD1B.fa
PL18635	SETD1B.fa
PL18636	SETD1B.fa
PL18637	SETD1B.fa
PL18638	SETD1B.fa
PL18639	SETD1B.fa
PL18640	SETD1B.fa
PL18641	SETD1B.fa
PL18642	SETD1B.fa
PL18643	SETD1B.fa
PL18644	SETD1B.fa
PL18645	SETD1B.fa
PL18646	SETD1B.fa
PL18647	SETD1B.fa
PL18648	SETD1B.fa
PL18649	SETD1B.fa
PL18650	SETD1B.fa
PL18651	SETD1B.fa
PL18652	SETD1B.fa
PL18653	SETD1B.fa
PL18654	SETD1B.fa
PL18655	SETD1B.fa
PL18656	SETD1B.fa
PL18657	SETD1B.fa
PL18658	SETD1B.fa
PL18659	SETD1B.fa
PL18660	SETD1B.fa
PL18661	SETD1B.fa
PL18662	SETD1B.fa
PL18663	SETD1B.fa
PL18664	SETD1B.fa
PL18665	12000
PL18666	NSD1.fa
PL18667	NSD1.fa
PL18668	NSD1.fa
PL18669	NSD1.fa
PL18670	NSD1.fa
PL18671	NSD1.fa
PL18672	NSD1.fa
PL18673	NSD1.fa
PL18674	NSD1.fa
PL18675	NSD1.fa
PL18676	NSD1.fa
PL18677	NSD1.fa
PL18678	NSD1.fa
PL18679	NSD1.fa
PL18680	NSD1.fa
PL18681	NSD1.fa
PL18682	NSD1.fa
PL18683	NSD1.fa
PL18684	NSD1.fa
PL18685	NSD1.fa
PL18686	NSD1.fa
PL18687	NSD1.fa
PL18688	NSD1.fa
PL18689	NSD1.fa
PL18690	NSD1.fa
PL18691	NSD1.fa
PL18692	NSD1.fa
PL18693	NSD1.fa
PL18694	NSD1.fa
PL18695	NSD1.fa
PL18696	NSD1.fa
PL18697	NSD1.fa
PL18698	NSD1.fa
PL18699	NSD1.fa
PL18700	NSD1.fa
PL18701	NSD1.fa
PL18702	NSD1.fa
PL18703	NSD1.fa
PL18704	NSD1.fa
PL18705	NSD1.fa
PL18706	NSD1.fa
PL18707	NSD1.fa
PL18708	NSD1.fa
PL18709	NSD1.fa
PL18710	NSD1.fa
PL18711	NSD1.fa
PL18712	NSD1.fa
PL18713	NSD1.fa
PL18714	NSD1.fa
PL18715	NSD1.fa
PL18716	NSD1.fa
PL18717	NSD1.fa
PL18718	NSD1.fa
PL18719	NSD1.fa
PL18720	NSD1.fa
PL18721	NSD1.fa
PL18722	NSD1.fa
PL18723	NSD1.fa
PL18724	NSD1.fa
PL18725	NSD1.fa
PL18726	HPRT1.fa
PL18727	HPRT1.fa
PL18728	HPRT1.fa
PL18729	HPRT1.fa
PL18730	HPRT1.fa
PL18731	HPRT1.fa
PL18732	HPRT1.fa
PL18733	HPRT1.fa
PL18734	HPRT1.fa
PL18735	HPRT1.fa
PL18736	HPRT1.fa
PL18737	HPRT1.fa
PL18738	HPRT1.fa
PL18739	HPRT1.fa
PL18740	HPRT1.fa
PL18741	HPRT1.fa
PL18742	HPRT1.fa
PL18743	HPRT1.fa
PL18744	HPRT1.fa
PL18745	HPRT1.fa
PL18746	HPRT1.fa
PL18747	HPRT1.fa
PL18748	HPRT1.fa
PL18749	HPRT1.fa
PL18750	HPRT1.fa
PL18751	HPRT1.fa
PL18752	HPRT1.fa
PL18753	HPRT1.fa
PL18754	HPRT1.fa
PL18755	HPRT1.fa
PL18756	EHMT1.fa
PL18757	EHMT1.fa
PL18758	EHMT1.fa
PL18759	EHMT1.fa
PL18760	EHMT1.fa
PL18761	P107_pLVXG0_MAP2_Sun1_eGFP_Flag_sequenced.fa